FID,Autonum,Ref_CODE,CONTINENT,REGION,WHO_region,ISO_CTRY,ADM0_NAME,ADM0_CODE,ADM1_NAME,ADM1_CODE,ADM2_NAME1,ADM2_NAME2,ADM2_CODE1,ADM2_CODE2,District,ADM_Level,Site_name,Name_Posit,GEORELIABI,Urbanizat,Latitude,Longitude,Cartograph,PoT,Coverage,Trial_Cont,Period,Year_start,Year_end,month,N_rounds,Method_0,Method_1,Method_2,BS_smear,BS_ICT,BS_other,Day_Night,LF_species,Sex,Age_Range,Age_start,Age_end,pop_Mf,np_Mf,prev_Mf,density,mfload_met,popMf_Filt,npMf_Filt,prev_Filt,pop_ICT,np_ICT,prev_ICT,pop_others,np_others,prev_other,prev_high,pop_hydroc,np_hydroc,pop_lymph,np_lymph,pop_clinic,np_clinic,Source_dat,Source_d_1,Source_d_2,Source_d_3,Reference,Notes,Notes_JC,Status,Reviewed,Approval,Occurrence,Source_d_4,Yr_Start,Yr_End,Poverty,Temp,AnnRain,AridityInd,LANDCOV,lnLF,landcov14,landcov2030,landcov4060,landcov110120130,landcov170
112,3383,LF3383NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Ushongo,Ushongo,NGP007017000000000000,NGP007017000000000000,Health,Location,Orban-Mbatoo,Orban-Mbatoo,1,,7.14946,9.02741,AFRO,Preintervention,No,No,after 2000,2004,2005,December/March,0,Mapping Survey,Serological,ICT,0,100,0,Day,Wuchereria bancrofti,M/F,Adults,20,99,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,NGA0023LF,"Targema, 2010",PhD Thesis,2010,,,Coordinates provided by the author in her thesis,OK,Yes,Yes,0,NGA0023LF,2004,2005,0.4984734654,26.5,1566,9005,20,0,0,1,0,0,0
113,3385,LF3385NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Vandeikya,Vandeikya,NGP007023000000000000,NGP007023000000000000,Health,Location,Bokon-Ningev,Bokon-Ningev,1,,6.82399,9.02903,AFRO,Preintervention,No,No,after 2000,2004,2005,December/March,0,Mapping Survey,Serological,ICT,0,100,0,Day,Wuchereria bancrofti,M/F,Adults,20,99,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,NGA0023LF,"Targema, 2010",PhD Thesis,2010,,,Coordinates provided by the author in her thesis,OK,Yes,Yes,0,NGA0023LF,2004,2005,0.5071228147,26.6,1759,10203,20,0,0,1,0,0,0
114,3400,LF3400NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Nasarawa,65705,Awe,Awe,NGP026011000000000000,NGP026011000000000000,Health,Location,Akwete,Akwete,1,,8.08558,9.20002,AFRO,Preintervention,No,No,after 2000,2003,2003,,0,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,424,2,0.005,0,0,0,0,0,474,64,0.135,0,0,0,0.135,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2003,2003,0.3946323395,27.2,1224,6736,130,-5.298317367,0,0,0,1,0
115,3401,LF3401NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Nasarawa,65705,Awe,Awe,NGP026011000000000000,NGP026011000000000000,Health,Location,Akwete,Akwete,1,,8.08558,9.20002,AFRO,Postintervention,Country,No,after 2000,2007,2007,,5,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,81,0,0,0,0,0,0,0,191,11,0.058,0,0,0,0.058,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2007,2007,0.3946323395,27.2,1224,6736,130,0,0,0,0,1,0
116,3402,LF3402NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Nasarawa,65705,Awe,Awe,NGP026011000000000000,NGP026011000000000000,Health,Location,Akwete,Akwete,1,,8.08558,9.20002,AFRO,Postintervention,Country,No,after 2000,2008,2008,,6,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,45,0,0,0,0,0,0,0,45,3,0.066,0,0,0,0.066,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2008,2008,0.3946323395,27.2,1224,6736,130,0,0,0,0,1,0
117,3403,LF3403NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Nasarawa,65705,Awe,Awe,NGP026011000000000000,NGP026011000000000000,Health,Location,Akwete,Akwete,1,,8.08558,9.20002,AFRO,Postintervention,Country,No,after 2000,2009,2009,,7,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,168,0,0,0,0,0,0,0,168,4,0.024,0,0,0,0.024,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2009,2009,0.3946323395,27.2,1224,6736,130,0,0,0,0,1,0
118,3404,LF3404NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Nasarawa,65705,Awe,Awe,NGP026011000000000000,NGP026011000000000000,Health,Location,Azara,Azara,1,,8.3622,9.24682,AFRO,Preintervention,No,No,after 2000,2003,2003,,0,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,402,1,0.002,0,0,0,0,0,452,42,0.093,0,0,0,0.093,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2003,2003,0.3334158659,27.6,1204,6508,20,-6.214608098,0,1,0,0,0
119,3405,LF3405NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Nasarawa,65705,Awe,Awe,NGP026011000000000000,NGP026011000000000000,Health,Location,Azara,Azara,1,,8.3622,9.24682,AFRO,Postintervention,Country,No,after 2000,2007,2007,,5,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,20,0,0,0,0,0,0,0,185,41,0.22,0,0,0,0.22,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2007,2007,0.3334158659,27.6,1204,6508,20,0,0,1,0,0,0
120,3406,LF3406NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Nasarawa,65705,Awe,Awe,NGP026011000000000000,NGP026011000000000000,Health,Location,Azara,Azara,1,,8.3622,9.24682,AFRO,Postintervention,Country,No,after 2000,2008,2008,,6,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,61,0,0,0,0,0,0,0,61,3,0.049,0,0,0,0.049,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2008,2008,0.3334158659,27.6,1204,6508,20,0,0,1,0,0,0
121,3407,LF3407NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Nasarawa,65705,Awe,Awe,NGP026011000000000000,NGP026011000000000000,Health,Location,Azara,Azara,1,,8.3622,9.24682,AFRO,Postintervention,Country,No,after 2000,2009,2009,,7,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,109,0,0,0,0,0,0,0,109,1,0.009,0,0,0,0.009,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2009,2009,0.3334158659,27.6,1204,6508,20,0,0,1,0,0,0
122,3408,LF3408NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Plateau,65707,Jos North,Jos North,NGP032006000000000000,NGP032006000000000000,Health,Location,Babale,Ungwan Babale,1,,11.121331,7.269637,AFRO,Preintervention,No,No,after 2000,2003,2003,,0,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,261,1,0.004,0,0,0,0,0,311,20,0.064,0,0,0,0.064,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2003,2003,0.4223209023,25,1112,6014,14,-5.521460918,1,0,0,0,0
123,3409,LF3409NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Plateau,65707,Jos North,Jos North,NGP032006000000000000,NGP032006000000000000,Health,Location,Babale,Ungwan Babale,1,,11.121331,7.269637,AFRO,Postintervention,Country,No,after 2000,2007,2007,,5,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,96,0,0,0,0,0,0,0,324,5,0.015,0,0,0,0.015,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2007,2007,0.4223209023,25,1112,6014,14,0,1,0,0,0,0
124,3410,LF3410NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Plateau,65707,Jos North,Jos North,NGP032006000000000000,NGP032006000000000000,Health,Location,Babale,Ungwan Babale,1,,11.121331,7.269637,AFRO,Postintervention,Country,No,after 2000,2008,2008,,6,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,68,0,0,0,0,0,0,0,68,1,0.015,0,0,0,0.015,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2008,2008,0.4223209023,25,1112,6014,14,0,1,0,0,0,0
125,3411,LF3411NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Plateau,65707,Shendan,Shendam,NGP032007000000000000,NGP032007000000000000,Health,Location,Dokan Tofa,Dokan Tofa,1,,9.088401,9.325835,AFRO,Preintervention,No,No,after 2000,2003,2003,,0,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,419,21,0.05,0,0,0,0,0,469,110,0.235,0,0,0,0.235,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2003,2003,0.3526070416,27,1245,6652,20,-2.995732274,0,1,0,0,0
126,3412,LF3412NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Plateau,65707,Shendan,Shendam,NGP032007000000000000,NGP032007000000000000,Health,Location,Dokan Tofa,Dokan Tofa,1,,9.088401,9.325835,AFRO,Postintervention,Country,No,after 2000,2007,2007,,5,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,151,2,0.013,0,0,0,0,0,277,40,0.144,0,0,0,0.144,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2007,2007,0.3526070416,27,1245,6652,20,-4.342805922,0,1,0,0,0
127,3413,LF3413NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Plateau,65707,Shendan,Shendam,NGP032007000000000000,NGP032007000000000000,Health,Location,Dokan Tofa,Dokan Tofa,1,,9.088401,9.325835,AFRO,Postintervention,Country,No,after 2000,2008,2008,,6,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,158,0,0,0,0,0,0,0,158,14,0.087,0,0,0,0.087,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2008,2008,0.3526070416,27,1245,6652,20,0,0,1,0,0,0
128,3414,LF3414NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Plateau,65707,Shendan,Shendam,NGP032007000000000000,NGP032007000000000000,Health,Location,Dokan Tofa,Dokan Tofa,1,,9.088401,9.325835,AFRO,Postintervention,Country,No,after 2000,2009,2009,,7,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,223,1,0.004,0,0,0,0,0,223,7,0.03,0,0,0,0.03,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2009,2009,0.3526070416,27,1245,6652,20,-5.521460918,0,1,0,0,0
129,3415,LF3415NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Nasarawa,65705,Akwanga,Akwanga,NGP026010000000000000,NGP026010000000000000,Health,Location,Gbuwhen,Gbuwe,2,,7.3115,8.6393,AFRO,Preintervention,No,No,after 2000,2000,2000,,0,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,508,19,0.037,0,0,0,0,0,30,14,0.467,0,0,0,0.467,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2000,2000,0.3890915811,27,1457,8316,130,-3.296837366,0,0,0,1,0
130,3416,LF3416NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Nasarawa,65705,Akwanga,Akwanga,NGP026010000000000000,NGP026010000000000000,Health,Location,Gbuwhen,Gbuwe,2,,7.3115,8.6393,AFRO,Postintervention,Country,No,after 2000,2004,2004,,5,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,446,8,0.018,0,0,0,0,0,446,23,0.052,0,0,0,0.052,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2004,2004,0.3890915811,27,1457,8316,130,-4.017383521,0,0,0,1,0
131,3417,LF3417NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Nasarawa,65705,Akwanga,Akwanga,NGP026010000000000000,NGP026010000000000000,Health,Location,Gbuwhen,Gbuwe,2,,7.3115,8.6393,AFRO,Postintervention,Country,No,after 2000,2005,2005,,6,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,286,1,0.003,0,0,0,0,0,178,8,0.045,0,0,0,0.045,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2005,2005,0.3890915811,27,1457,8316,130,-5.80914299,0,0,0,1,0
132,3418,LF3418NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Nasarawa,65705,Akwanga,Akwanga,NGP026010000000000000,NGP026010000000000000,Health,Location,Gbuwhen,Gbuwe,2,,7.3115,8.6393,AFRO,Postintervention,Country,No,after 2000,2006,2006,,7,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,183,1,0.005,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2006,2006,0.3890915811,27,1457,8316,130,-5.298317367,0,0,0,1,0
133,3419,LF3419NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Nasarawa,65705,Akwanga,Akwanga,NGP026010000000000000,NGP026010000000000000,Health,Location,Gbuwhen,Gbuwe,2,,7.3115,8.6393,AFRO,Postintervention,Country,No,after 2000,2007,2007,,8,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,127,0,0,0,0,0,0,0,282,18,0.064,0,0,0,0.064,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2007,2007,0.3890915811,27,1457,8316,130,0,0,0,0,1,0
134,3420,LF3420NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Nasarawa,65705,Akwanga,Akwanga,NGP026010000000000000,NGP026010000000000000,Health,Location,Gbuwhen,Gbuwe,2,,7.3115,8.6393,AFRO,Postintervention,Country,No,after 2000,2008,2008,,9,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,127,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,0,NGA0025LF,2008,2008,0.3890915811,27,1457,8316,130,0,0,0,0,1,0
135,3421,LF3421NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Nasarawa,65705,Akwanga,Akwanga,NGP026010000000000000,NGP026010000000000000,Health,Location,Gbuwhen,Gbuwe,2,,7.3115,8.6393,AFRO,Postintervention,Country,No,after 2000,2009,2009,,10,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,175,0,0,0,0,0,0,0,175,1,0.006,0,0,0,0.006,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2009,2009,0.3890915811,27,1457,8316,130,0,0,0,0,1,0
136,3422,LF3422NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Plateau,65707,Kanam,Kanam,NGP032013000000000000,NGP032013000000000000,Health,Location,Gwamlar,Gwalam,3,,9.7167,9.8167,AFRO,Preintervention,No,No,after 2000,2002,2002,,0,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,494,33,0.067,0,0,0,0,0,50,29,0.58,0,0,0,0.58,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2002,2002,0.4226990044,25.6,1074,5703,20,-2.70306266,0,1,0,0,0
137,3423,LF3423NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Plateau,65707,Kanam,Kanam,NGP032013000000000000,NGP032013000000000000,Health,Location,Gwamlar,Gwalam,3,,9.7167,9.8167,AFRO,Postintervention,Country,No,after 2000,2006,2006,,5,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,240,29,0.121,0,0,0,0,0,0,0,0,0,0,0,0.121,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2006,2006,0.4226990044,25.6,1074,5703,20,-2.111964733,0,1,0,0,0
138,3424,LF3424NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Plateau,65707,Kanam,Kanam,NGP032013000000000000,NGP032013000000000000,Health,Location,Gwamlar,Gwalam,3,,9.7167,9.8167,AFRO,Postintervention,Country,No,after 2000,2007,2007,,6,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,128,2,0.016,0,0,0,0,0,270,85,0.315,0,0,0,0.315,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2007,2007,0.4226990044,25.6,1074,5703,20,-4.135166557,0,1,0,0,0
139,3425,LF3425NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Plateau,65707,Kanam,Kanam,NGP032013000000000000,NGP032013000000000000,Health,Location,Gwamlar,Gwalam,3,,9.7167,9.8167,AFRO,Postintervention,Country,No,after 2000,2008,2008,,7,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,100,5,0.05,0,0,0,0,0,100,17,0.17,0,0,0,0.17,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2008,2008,0.4226990044,25.6,1074,5703,20,-2.995732274,0,1,0,0,0
140,3426,LF3426NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Plateau,65707,Kanam,Kanam,NGP032013000000000000,NGP032013000000000000,Health,Location,Gwamlar,Gwalam,3,,9.7167,9.8167,AFRO,Postintervention,Country,No,after 2000,2009,2009,,8,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,143,7,0.049,0,0,0,0,0,143,39,0.273,0,0,0,0.273,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2009,2009,0.4226990044,25.6,1074,5703,20,-3.015934981,0,1,0,0,0
141,3427,LF3427NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Plateau,65707,Pankshin,Pankshin,NGP032001000000000000,NGP032001000000000000,Health,Location,Lankan,Lankan,1,,9.3,9.3333,AFRO,Preintervention,No,No,after 2000,2000,2000,,0,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,274,9,0.033,0,0,0,0,0,100,47,0.47,0,0,0,0.47,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2000,2000,0.4487451017,24.2,1228,7021,20,-3.411247718,0,1,0,0,0
142,3428,LF3428NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Plateau,65707,Pankshin,Pankshin,NGP032001000000000000,NGP032001000000000000,Health,Location,Lankan,Lankan,1,,9.3,9.3333,AFRO,Postintervention,Country,No,after 2000,2004,2004,,5,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,365,16,0.045,0,0,0,0,0,365,86,0.236,0,0,0,0.236,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2004,2004,0.4487451017,24.2,1228,7021,20,-3.101092789,0,1,0,0,0
143,3429,LF3429NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Plateau,65707,Pankshin,Pankshin,NGP032001000000000000,NGP032001000000000000,Health,Location,Lankan,Lankan,1,,9.3,9.3333,AFRO,Postintervention,Country,No,after 2000,2005,2005,,6,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,243,11,0.045,0,0,0,0,0,200,38,0.19,0,0,0,0.19,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2005,2005,0.4487451017,24.2,1228,7021,20,-3.101092789,0,1,0,0,0
144,3430,LF3430NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Plateau,65707,Pankshin,Pankshin,NGP032001000000000000,NGP032001000000000000,Health,Location,Lankan,Lankan,1,,9.3,9.3333,AFRO,Postintervention,Country,No,after 2000,2006,2006,,7,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,81,2,0.025,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2006,2006,0.4487451017,24.2,1228,7021,20,-3.688879454,0,1,0,0,0
145,3431,LF3431NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Plateau,65707,Pankshin,Pankshin,NGP032001000000000000,NGP032001000000000000,Health,Location,Lankan,Lankan,1,,9.3,9.3333,AFRO,Postintervention,Country,No,after 2000,2007,2007,,8,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,117,2,0.017,0,0,0,0,0,253,52,0.206,0,0,0,0.206,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2007,2007,0.4487451017,24.2,1228,7021,20,-4.074541935,0,1,0,0,0
146,3432,LF3432NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Plateau,65707,Pankshin,Pankshin,NGP032001000000000000,NGP032001000000000000,Health,Location,Lankan,Lankan,1,,9.3,9.3333,AFRO,Postintervention,Country,No,after 2000,2008,2008,,9,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,173,7,0.04,0,0,0,0,0,178,17,0.096,0,0,0,0.096,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2008,2008,0.4487451017,24.2,1228,7021,20,-3.218875825,0,1,0,0,0
147,3433,LF3433NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Plateau,65707,Pankshin,Pankshin,NGP032001000000000000,NGP032001000000000000,Health,Location,Lankan,Lankan,1,,9.3,9.3333,AFRO,Postintervention,Country,No,after 2000,2009,2009,,10,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,201,0,0,0,0,0,0,0,201,14,0.07,0,0,0,0.07,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2009,2009,0.4487451017,24.2,1228,7021,20,0,0,1,0,0,0
148,3434,LF3434NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Nasarawa,65705,Wamba,Wamba,NGP026008000000000000,NGP026008000000000000,Health,Location,Maiganga,Ungwan Maiganga,1,,9,8.55,AFRO,Preintervention,No,No,after 2000,2001,2001,,0,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,486,29,0.047,0,0,0,0,0,50,27,0.54,0,0,0,0.54,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2001,2001,0.4096782207,26.4,1545,8510,20,-3.057607677,0,1,0,0,0
